identifier,ideophone,method,z_score,score
syobosyobo_STINGING (PAIN),y,ratings,0.049463140376808566,0.3666666666666667
guNnari_EXHAUSTED,y,ratings,-0.3340818955138357,0.3111111111111111
tyikatyika_PRICKLING,y,ratings,1.2000982480487405,0.5333333333333333
nukui_WARM,n,ratings,-0.10395487397944891,0.3444444444444445
katyikatyi_HARD,y,ratings,0.20288115473306606,0.3888888888888889
zyitozyito_HUMID,y,ratings,-0.7176269314044796,0.2555555555555556
amai_SWEET,n,ratings,-0.4874999098700932,0.2888888888888889
moyamoya_FUZZY,y,ratings,0.5097171834455814,0.43333333333333335
suQkiri_CLEAR,y,ratings,-0.3340818955138357,0.3111111111111111
zurui_CUNNING,n,ratings,-0.18066388115757823,0.3333333333333333
zyikazyika_STINGING (PAIN),y,ratings,0.7398442049799674,0.4666666666666666
tairana_FLAT,n,ratings,-0.7943359385826088,0.24444444444444444
biNboQtarasyii_SHABBY,n,ratings,-0.4874999098700932,0.2888888888888889
himozyii_HUNGRY,n,ratings,0.1261721475549371,0.37777777777777777
hadagu_RAP (AT THE DOOR),n,ratings,0.20288115473306606,0.3888888888888889
misuborasyii_SHABBY,n,ratings,-1.0244629601169952,0.2111111111111111
amai_WEAK,n,ratings,-0.4874999098700932,0.2888888888888889
utsukusyi_CLEAN,n,ratings,-0.25737288833570676,0.32222222222222224
herakoi_CUNNING,n,ratings,-0.41079090269196467,0.3
syakiQ_LIVELY (ENERGETIC),y,ratings,0.8932622193362253,0.4888888888888889
sekarasyika_NOISY,n,ratings,-0.9477539529388664,0.2222222222222222
hiru_DRY,n,ratings,-0.3340818955138357,0.3111111111111111
ikiru_HUMID,n,ratings,-0.7943359385826088,0.24444444444444444
noroi_SLOW,n,ratings,-1.484717003185768,0.14444444444444446
komaka_THIN,n,ratings,-1.944971046254541,0.07777777777777778
kibui_TIGHT,n,ratings,-0.7943359385826088,0.24444444444444444
nurui_LUKEWARM,n,ratings,-0.18066388115757823,0.3333333333333333
haku_SPIT,n,ratings,0.5864261906237099,0.4444444444444444
nureru_WET,n,ratings,-1.0244629601169952,0.2111111111111111
syikusyiku_CRAMPING (STOMACH),y,ratings,0.43300817626745247,0.4222222222222222
buruburu_SHAKING,y,ratings,1.2000982480487405,0.5333333333333333
iQpai_STUFFED (FULL OF FOOD),n,ratings,-0.41079090269196467,0.3
usui_WEAK,n,ratings,-1.5614260103638968,0.13333333333333333
zyuruzyuru_OOZING,y,ratings,-0.18066388115757823,0.3333333333333333
futoi_BIG,n,ratings,-1.1778809744732528,0.18888888888888888
pityipityi_TIGHT,y,ratings,2.58086037725506,0.7333333333333334
gatagata_SHAKING,y,ratings,1.9671883198300293,0.6444444444444445
dayai_EXHAUSTED,n,ratings,0.8932622193362253,0.4888888888888889
syoQpee_SALTY,n,ratings,1.123389240870612,0.5222222222222223
syiQketoru_WET,n,ratings,-1.2545899816513815,0.17777777777777778
syitsukoi_OILY/HEAVY (FOOD),n,ratings,-1.1778809744732528,0.18888888888888888
kitanai_CUNNING,n,ratings,-0.10395487397944891,0.3444444444444445
kudoi_SALTY,n,ratings,-1.2545899816513815,0.17777777777777778
hosoi_THIN,n,ratings,-1.4080079960076393,0.15555555555555556
gurasyi_SAD,n,ratings,-1.3312989888295106,0.16666666666666666
kyootee_SCARY,n,ratings,-0.6409179242263511,0.26666666666666666
kowai_EXHAUSTED,n,ratings,-0.8710449457607377,0.2333333333333333
futoi_ROUGH,n,ratings,-0.4874999098700932,0.2888888888888889
kogoru_FREEZE,n,ratings,-1.7915530318982835,0.09999999999999999
mutsugoi_OILY/HEAVY (FOOD),n,ratings,-0.7176269314044796,0.2555555555555556
kebutai_SMOKY,n,ratings,-1.7915530318982835,0.09999999999999999
otorosyii_SCARY,n,ratings,-0.9477539529388664,0.2222222222222222
kiNkiN_COLD TO TOUCH,y,ratings,0.8932622193362253,0.4888888888888889
tyoQto_A LITTLE,n,ratings,0.2795901619111946,0.39999999999999997
nuQka_HOT,n,ratings,-0.41079090269196467,0.3
zyarizyari_ROUGH,y,ratings,-0.6409179242263511,0.26666666666666666
zyizyimusai_SHABBY,n,ratings,-0.5642089170482222,0.2777777777777778
komai_SMALL,n,ratings,-0.4874999098700932,0.2888888888888889
nigai_BITTER,n,ratings,-0.3340818955138357,0.3111111111111111
atsui_HOT,n,ratings,-0.7176269314044796,0.2555555555555556
syaQkoi_COLD TO TOUCH,n,ratings,-0.10395487397944891,0.3444444444444445
zyukuzyuku_OOZING,y,ratings,1.123389240870612,0.5222222222222223
guzyuguzyu_OOZING,y,ratings,0.9699712265143542,0.5
nagai_LONG,n,ratings,-0.41079090269196467,0.3
toroi_SLOW,n,ratings,0.1261721475549371,0.37777777777777777
zukizuki_POUNDING (HEAD),y,ratings,1.0466802336924836,0.5111111111111112
nebutai_SLEEPY,n,ratings,-0.6409179242263511,0.26666666666666666
marui_ROUND,n,ratings,-0.9477539529388664,0.2222222222222222
zomizomi_(SPINE) TINGLING,y,ratings,1.3535162624049986,0.5555555555555556
mabaii_GLARING (OVERLY BRIGHT),n,ratings,0.8165532121580967,0.4777777777777778
doNkusai_SLOW,n,ratings,-0.027245866801320365,0.35555555555555557
esukaQta_SCARY,n,ratings,1.0466802336924836,0.5111111111111112
omosyaiN_GLAD,n,ratings,-0.7943359385826088,0.24444444444444444
sukosyi_A LITTLE,n,ratings,1.0466802336924836,0.5111111111111112
bisyonure_WET,n,ratings,-1.0244629601169952,0.2111111111111111
uresyii_GLAD,n,ratings,-0.25737288833570676,0.32222222222222224
ibii_SMOKY,n,ratings,-0.3340818955138357,0.3111111111111111
syibaru_BIND,n,ratings,-0.5642089170482222,0.2777777777777778
bisyoQtanee_SHABBY,n,ratings,-0.6409179242263511,0.26666666666666666
nomeQkoi_SLICK,n,ratings,-1.1011719672951241,0.19999999999999998
kamu_CHEW,n,ratings,-0.027245866801320365,0.35555555555555557
dayai_SLUGGISH,n,ratings,-0.5916049910404113,0.2738095238095238
nikoniko_SMILING,y,ratings,0.31246545070182113,0.4047619047619047
zaQkuzaQku_ROUGH,y,ratings,0.3946536726783882,0.4166666666666667
guQtari_EXHAUSTED,y,ratings,-1.002546100923244,0.2142857142857143
tsurutsuru_SLICK,y,ratings,0.5590301166315211,0.44047619047619047
syibui_SOUR,n,ratings,-0.4272285470872779,0.2976190476190476
pokapoka_WARM,y,ratings,-1.002546100923244,0.2142857142857143
hirihiri_PRICKLING,y,ratings,0.8055947825612212,0.4761904761904762
hotoru_HUMID,n,ratings,-1.2491107668529438,0.17857142857142858
sui_SOUR,n,ratings,0.9699712265143542,0.5
zuruzuru_SLIMY,y,ratings,-0.5094167690638446,0.2857142857142857
syakiQ_CLEAR,y,ratings,-0.18066388115757823,0.3333333333333333
zokuzoku_(SPINE) TINGLING,y,ratings,1.2987241144206203,0.5476190476190476
toNtoN_POUNDING (HEART),y,ratings,3.517806107787919,0.8690476190476191
tataku_RAP (AT THE DOOR),n,ratings,1.7096652243034534,0.6071428571428571
urusai_NOISY,n,ratings,-1.413487210806077,0.15476190476190477
samisyii_SAD,n,ratings,0.14808900674868813,0.38095238095238093
narui_FLAT,n,ratings,-0.8381696569701108,0.2380952380952381
migotsu_CLEAN,n,ratings,-1.2491107668529438,0.17857142857142858
iteru_FREEZE,n,ratings,-1.002546100923244,0.2142857142857143
hizurasyii_GLARING (OVERLY BRIGHT),n,ratings,-1.413487210806077,0.15476190476190477
mameda_LIVELY (ENERGETIC),n,ratings,-0.5094167690638446,0.2857142857142857
arai_ROUGH,n,ratings,-1.3312989888295106,0.16666666666666666
komaNka_TIGHT,n,ratings,-1.5778636547592102,0.13095238095238096
kukuru_BIND,n,ratings,-1.7422400987123434,0.10714285714285715
tagee_NOISY,n,ratings,-0.18066388115757823,0.3333333333333333
ootyakuna_RUDE,n,ratings,-0.26285210313414453,0.32142857142857145
naku_CRY,n,ratings,-1.0847343228998108,0.20238095238095236
suQkoi_CUNNING,n,ratings,0.8165532121580967,0.4777777777777778
yawakoi_SOFT,n,ratings,-0.41079090269196467,0.3
dzugedzuge_RUDE,y,ratings,-0.8710449457607377,0.2333333333333333
neranera_STICKY,y,ratings,-1.1778809744732528,0.18888888888888888
syibareru_COLD (WEATHER),n,ratings,-0.6409179242263511,0.26666666666666666
omotai_FUZZY,n,ratings,-1.0244629601169952,0.2111111111111111
kutakuta_EXHAUSTED,y,ratings,-0.3340818955138357,0.3111111111111111
niyaniya_CRAMPING (STOMACH),y,ratings,-0.4874999098700932,0.2888888888888889
yaoi_SOFT,n,ratings,0.43300817626745247,0.4222222222222222
syetsu_EXHAUSTED,n,ratings,-0.18066388115757823,0.3333333333333333
hidarui_HUNGRY,n,ratings,-0.4874999098700932,0.2888888888888889
hedzune_SAD,n,ratings,-0.41079090269196467,0.3
gomeku_CRY,n,ratings,-0.9477539529388664,0.2222222222222222
